input,output
Team discussion. Here are the notes for this week and the next steps. Thanks for your help.  Ref 73350.,normal
Free gift waiting. Click the link to claim your reward before it expires. Limited availability. Ref  34230.,spam
Weekly schedule. Please review the file and send your feedback when you are free. Looking  forward to your response. Ref 62916.,normal
"Claim your prize now. You have been selected for a special bonus offer. No reply is needed,  act now. Ref 4112.",spam
"Verify your account today. This offer expires soon, so take action now. No reply is needed, act  now. Ref 45109.",spam
"Urgent account alert. Your account may be suspended unless you respond now. No reply is  needed, act now. Ref 25817.",spam
Verify your account today. You have been selected for a special bonus offer. Limited availability.  Ref 38511.,spam
Free gift waiting. Unlock premium access with this one time opportunity. Offer ends very soon.  Ref 25813.,spam
Class notes. Dinner is planned for Saturday evening at home. I appreciate your time. Ref  57758.,normal
Weekly schedule. The meeting is scheduled for tomorrow afternoon in the office. Please reply  when convenient. Ref 56512.,normal
Action required immediately. We detected unusual activity and need verification immediately.  Limited availability. Ref 24307.,spam
"Verify your account today. This offer expires soon, so take action now. Limited availability. Ref  33404.",spam
Lunch plan. Let us meet after class to discuss the assignment. Looking forward to your  response. Ref 72822.,normal
Lunch plan. Please review the file and send your feedback when you are free. Looking forward  to your response. Ref 61831.,normal
Appointment follow-up. I completed the task and shared the latest version for review. Looking  forward to your response. Ref 54871.,normal
Class notes. Can you check this and reply when convenient? Looking forward to your  response. Ref 85983.,normal
"Exclusive bonus inside. Unlock premium access with this one time opportunity. No reply is  needed, act now. Ref 45875.",spam
Project update. Can you check this and reply when convenient? Please reply when convenient.  Ref 89407.,normal
Family plan. Please confirm your availability for the appointment. I appreciate your time. Ref  63246.,normal
Order confirmation. Please confirm your availability for the appointment. I appreciate your time.  Ref 66627.,normal
Limited time offer. We detected unusual activity and need verification immediately. Offer ends  very soon. Ref 8401.,spam
Project update. The meeting is scheduled for tomorrow afternoon in the office. Let me know if  anything changes. Ref 54171.,normal
Order confirmation. Can you check this and reply when convenient? Let me know if anything  changes. Ref 98996.,normal
Final notice payment needed. We detected unusual activity and need verification immediately.  Do not miss this opportunity. Ref 40616.,spam
Project update. Please confirm your availability for the appointment. Looking forward to your  response. Ref 68027.,normal
Exclusive bonus inside. Unlock premium access with this one time opportunity. Last chance.  Ref 4103.,spam
Team discussion. The meeting is scheduled for tomorrow afternoon in the office. I appreciate  your time. Ref 93810.,normal
Weekly schedule. The order has been confirmed and details are attached below. Let me know  if anything changes. Ref 80844.,normal
Limited time offer. Please confirm your details to receive your prize. Limited availability. Ref  16092.,spam
Urgent account alert. Click the link to claim your reward before it expires. Last chance. Ref  15965.,spam
Team discussion. I completed the task and shared the latest version for review. Thanks for your  help. Ref 58319.,normal
"Claim your prize now. This offer expires soon, so take action now. Do not miss this  opportunity. Ref 34701.",spam
"Special deal for you. This offer expires soon, so take action now. No reply is needed, act now.  Ref 42419.",spam
Action required immediately. We detected unusual activity and need verification immediately.  Offer ends very soon. Ref 8837.,spam
Order confirmation. Please review the file and send your feedback when you are free. I  appreciate your time. Ref 73157.,normal
Lunch plan. Here are the notes for this week and the next steps. Please reply when convenient.  Ref 79218.,normal
Limited time offer. Unlock premium access with this one time opportunity. Last chance. Ref  32539.,spam
Meeting reminder. The meeting is scheduled for tomorrow afternoon in the office. Looking  forward to your response. Ref 95809.,normal
Exclusive bonus inside. This is a limited time deal and you should act fast. Offer ends very  soon. Ref 34847.,spam
Family plan. I completed the task and shared the latest version for review. I appreciate your  time. Ref 87678.,normal
"Verify your account today. Do not miss this exclusive reward, claim it today. Limited  availability. Ref 18251.",spam
Lunch plan. We need to finalize the timeline before Friday. I appreciate your time. Ref  68820.,normal
Order confirmation. Please confirm your availability for the appointment. Thanks for your help.  Ref 95198.,normal
"Free gift waiting. You have been selected for a special bonus offer. No reply is needed, act  now. Ref 46097.",spam
Project update. Please confirm your availability for the appointment. Let me know if anything  changes. Ref 58037.,normal
"Urgent account alert. This is a limited time deal and you should act fast. No reply is needed,  act now. Ref 16231.",spam
Team discussion. Dinner is planned for Saturday evening at home. I appreciate your time. Ref  60797.,normal
Lunch plan. Here are the notes for this week and the next steps. Thanks for your help. Ref  67680.,normal
"Action required immediately. This offer expires soon, so take action now. No reply is needed,  act now. Ref 15694.",spam
Project update. Please confirm your availability for the appointment. Let me know if anything  changes. Ref 71955.,normal
"Special deal for you. Your payment failed, update your information right away. Offer ends very  soon. Ref 43031.",spam
Free gift waiting. Unlock premium access with this one time opportunity. Last chance. Ref  49202.,spam
Family plan. Here are the notes for this week and the next steps. Let me know if anything  changes. Ref 70726.,normal
Action required immediately. Your account may be suspended unless you respond now. Last  chance. Ref 38495.,spam
Appointment follow-up. The meeting is scheduled for tomorrow afternoon in the office. Please  reply when convenient. Ref 53183.,normal
